PUNTO;ESTADO;REGION;BOTELLONES;VENTA;FECHA
PORVENIR;Activo;ATLANTICO;11,25;40500;2021-07-19 08:34:21.410
PARAISO;Inactivo;ATLANTICO;1,75;6300;2021-07-19 08:45:04.763
OLAYA;Inactivo;MAGDALENA;5;13500;2021-07-19 08:48:29.447
EL REY;Activo;ATLANTICO;31,25;112500;2021-07-19 08:52:07.343
ALCAZARES;Inactivo;MAGDALENA;40,25;108675;2021-07-19 09:07:33.593
FERROCARRIL;Activo;MAGDALENA;26;70200;2021-07-19 09:14:45.763
BAVARIA;Inactivo;MAGDALENA;17;45900;2021-07-19 09:20:47.920
CRUZ;Activo;BOLIVAR;48,5;174600;2021-07-19 09:23:01.393
CIUDADELA;Activo;MAGDALENA;33;89100;2021-07-19 09:28:47.163
PLAN PAREJO;Inactivo;BOLIVAR;32,75;117900;2021-07-19 09:37:50.073
PUERTO COLOMBIA;Activo;ATLANTICO;19,75;71100;2021-07-19 09:41:09.903
UNIMAGDALENA;Activo;MAGDALENA;26,75;72225;2021-07-19 09:45:25.267
CURINCA;Inactivo;MAGDALENA;25;67500;2021-07-19 10:00:56.940
ALTOS PLAN PAREJO;Activo;BOLIVAR;54,25;195300;2021-07-19 10:16:36.023
CIUDAD DEL SOL;Inactivo;MAGDALENA;18,25;49275;2021-07-19 10:18:19.990
TURBACO;Activo;BOLIVAR;51,5;185400;2021-07-19 10:33:28.357
CASTELLANA;Inactivo;BOLIVAR;6,5;23400;2021-07-19 11:58:57.340
GRANJA;Activo;BOLIVAR;212,25;764100;2021-07-19 12:39:15.347
MIRA CAMPESTRE;Inactivo;MAGDALENA;11;29700;2021-07-19 12:57:13.270
YUCAL;Activo;MAGDALENA;33,25;89775;2021-07-19 13:06:08.410
CALLE 30;Inactivo;MAGDALENA;12;32400;2021-07-19 14:42:33.690
MANZANARES;Activo;MAGDALENA;20,25;54675;2021-07-19 14:54:35.780
RODADERO 2;Inactivo;MAGDALENA;29,75;80325;2021-07-19 15:31:56.640
GAIRA;Inactivo;MAGDALENA;16,25;43875;2021-07-19 15:38:35.263
PANDO;Inactivo;MAGDALENA;9;24300;2021-07-19 15:52:58.110
GALICIA;Activo;MAGDALENA;41;110700;2021-07-16 07:32:51.453
GALICIA;Activo;MAGDALENA;139,5;376650;2021-07-19 07:32:51.453
BOKOBA;Inactivo;ATLANTICO;14;50400;2021-07-20 06:19:10.620
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;64;256000;2021-07-20 06:37:24.140
EDS EL RIO;Activo;MAGDALENA;33,25;89775;2021-07-20 07:10:56.530
MARIA AUXILIADORA;Activo;ATLANTICO;15;54000;2021-07-20 07:15:11.610
DON ROBERTO;Activo;ATLANTICO;39,25;141300;2021-07-20 07:35:35.740
PESCAITO;Inactivo;MAGDALENA;32,75;88425;2021-07-20 07:44:14.870
DELICIAS;Inactivo;MAGDALENA;10;27000;2021-07-20 07:57:57.107
ALCAZARES;Inactivo;MAGDALENA;11,75;31725;2021-07-20 08:02:51.857
PORVENIR;Activo;ATLANTICO;4;14400;2021-07-20 08:07:35.793
PARAISO;Inactivo;ATLANTICO;4,25;15300;2021-07-20 08:34:21.193
ALMENDROS;Inactivo;MAGDALENA;3;8100;2021-07-20 08:37:52.507
ALTOS PLAN PAREJO;Activo;BOLIVAR;58,5;210600;2021-07-20 08:43:48.707
JARDIN;Activo;MAGDALENA;83,75;226125;2021-07-20 08:44:33.153
GALICIA;Activo;MAGDALENA;70,5;190350;2021-07-20 08:55:31.983
PLAN PAREJO;Inactivo;BOLIVAR;21,25;76500;2021-07-20 08:55:38.637
EL REY;Activo;ATLANTICO;34,25;123300;2021-07-20 08:57:32.627
CRUZ;Activo;BOLIVAR;76;273600;2021-07-20 09:04:34.490
UNIMAGDALENA;Activo;MAGDALENA;34,25;92475;2021-07-20 09:09:08.533
MIRA CAMPESTRE;Inactivo;MAGDALENA;16;43200;2021-07-20 09:21:32.097
YUCAL;Activo;MAGDALENA;20,25;54675;2021-07-20 09:31:31.340
TURBACO;Activo;BOLIVAR;33,5;120600;2021-07-20 09:45:21.037
CIUDADELA;Activo;MAGDALENA;16;43200;2021-07-20 09:58:29.673
CIUDAD DEL SOL;Inactivo;MAGDALENA;24;64800;2021-07-20 10:06:25.893
PANDO;Inactivo;MAGDALENA;1;2700;2021-07-20 10:19:02.547
BAVARIA;Inactivo;MAGDALENA;16,5;44550;2021-07-20 10:34:58.310
CALLE 30;Inactivo;MAGDALENA;2,5;6750;2021-07-20 10:53:48.460
MANZANARES;Activo;MAGDALENA;16;43200;2021-07-20 11:05:53.287
RODADERO 2;Inactivo;MAGDALENA;12,5;33750;2021-07-20 11:23:48.043
GRANJA;Activo;BOLIVAR;55,25;198900;2021-07-20 11:34:23.633
GAIRA;Inactivo;MAGDALENA;14;37800;2021-07-20 11:56:47.343
DON LEON;Activo;ATLANTICO;25,5;91800;2021-07-20 12:49:35.180
3K;Activo;ATLANTICO;48;172800;2021-07-20 13:46:34.850
OLAYA;Inactivo;MAGDALENA;12;32400;2021-07-20 14:09:21.290
PUERTO COLOMBIA;Activo;ATLANTICO;5;18000;2021-07-20 16:20:32.340
FERROCARRIL;Activo;MAGDALENA;49,5;133650;2021-07-20 16:50:30.470
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;62;248000;2021-07-20 16:56:43.623
CASTELLANA;Inactivo;BOLIVAR;19,5;70200;2021-07-20 20:29:26.997
BOKOBA;Inactivo;ATLANTICO;15,25;54900;2021-07-21 06:21:53.313
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;134,25;537000;2021-07-21 06:38:48.463
MARIA AUXILIADORA;Activo;ATLANTICO;13,5;48600;2021-07-21 06:55:02.080
DELICIAS;Inactivo;MAGDALENA;15,25;41175;2021-07-21 07:37:01.227
ALMENDROS;Inactivo;MAGDALENA;8;21600;2021-07-21 07:46:57.463
CIUDADELA;Activo;MAGDALENA;16,75;45225;2021-07-21 07:48:35.583
PESCAITO;Inactivo;MAGDALENA;50,25;135675;2021-07-21 07:58:36.413
JARDIN;Activo;MAGDALENA;57;153900;2021-07-21 08:20:07.107
GALICIA;Activo;MAGDALENA;49,25;132975;2021-07-21 08:29:31.267
GRANJA;Activo;BOLIVAR;73,5;264600;2021-07-21 08:35:33.240
PANDO;Inactivo;MAGDALENA;10;27000;2021-07-21 08:37:22.440
EDS EL RIO;Activo;MAGDALENA;28,25;76275;2021-07-21 08:59:43.280
CALLE 30;Inactivo;MAGDALENA;2;5400;2021-07-21 09:00:33.417
TURBACO;Activo;BOLIVAR;43,75;157500;2021-07-21 09:19:23.077
CRUZ;Activo;BOLIVAR;95,5;343800;2021-07-21 09:41:27.693
MANZANARES;Activo;MAGDALENA;18;48600;2021-07-21 09:46:28.497
PLAN PAREJO;Inactivo;BOLIVAR;32,25;116100;2021-07-21 09:46:31.200
BAVARIA;Inactivo;MAGDALENA;8,25;22275;2021-07-21 09:55:27.103
ALTOS PLAN PAREJO;Activo;BOLIVAR;67,5;243000;2021-07-21 09:58:56.117
CIUDAD DEL SOL;Inactivo;MAGDALENA;14,25;38475;2021-07-21 10:00:20.727
MIRA CAMPESTRE;Inactivo;MAGDALENA;13;35100;2021-07-21 10:07:40.380
YUCAL;Activo;MAGDALENA;27,25;73575;2021-07-21 10:16:44.270
FERROCARRIL;Activo;MAGDALENA;20;54000;2021-07-21 11:23:44.217
GAIRA;Inactivo;MAGDALENA;16;43200;2021-07-21 11:49:30.210
3K;Activo;ATLANTICO;26,75;96300;2021-07-21 11:49:43.257
RODADERO 2;Inactivo;MAGDALENA;43,25;116775;2021-07-21 12:21:41.583
DON LEON;Activo;ATLANTICO;35,75;128700;2021-07-21 12:24:32.767
UNIMAGDALENA;Activo;MAGDALENA;39,5;106650;2021-07-21 13:33:02.380
ALCAZARES;Inactivo;MAGDALENA;33,25;89775;2021-07-21 14:02:27.320
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;75,25;301000;2021-07-21 15:19:03.240
PARAISO;Inactivo;ATLANTICO;1;3600;2021-07-21 15:19:09.200
EL REY;Activo;ATLANTICO;9;32400;2021-07-21 15:27:36.603
PUERTO COLOMBIA;Activo;ATLANTICO;26;93600;2021-07-21 16:11:15.740
CASTELLANA;Inactivo;BOLIVAR;10,5;37800;2021-07-21 16:22:52.840
DON ROBERTO;Activo;ATLANTICO;61,5;221400;2021-07-21 16:55:22.597
PORVENIR;Activo;ATLANTICO;26,5;95400;2021-07-21 17:07:04.197
BOKOBA;Inactivo;ATLANTICO;25,75;92700;2021-07-22 06:29:57.017
DON ROBERTO;Activo;ATLANTICO;11,25;40500;2021-07-22 06:56:58.857
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;144,5;578000;2021-07-22 07:02:52.433
PORVENIR;Activo;ATLANTICO;4;14400;2021-07-22 07:19:53.630
JARDIN;Activo;MAGDALENA;58;156600;2021-07-22 07:24:34.670
MARIA AUXILIADORA;Activo;ATLANTICO;20,75;74700;2021-07-22 07:29:13.510
UNIMAGDALENA;Activo;MAGDALENA;26,75;72225;2021-07-22 07:29:29.453
PARAISO;Inactivo;ATLANTICO;0;0;2021-07-22 07:31:20.533
EDS EL RIO;Activo;MAGDALENA;27;72900;2021-07-22 07:39:59.063
EL REY;Activo;ATLANTICO;15,75;56700;2021-07-22 07:45:36.433
GALICIA;Activo;MAGDALENA;58,5;157950;2021-07-22 08:01:59.623
ALMENDROS;Inactivo;MAGDALENA;7;18900;2021-07-22 08:21:47.537
GRANJA;Activo;BOLIVAR;168,5;606600;2021-07-22 08:31:54.183
PUERTO COLOMBIA;Activo;ATLANTICO;12,75;45900;2021-07-22 08:44:03.203
CIUDAD DEL SOL;Inactivo;MAGDALENA;16,75;45225;2021-07-22 08:54:46.443
CALLE 30;Inactivo;MAGDALENA;7,5;20250;2021-07-22 09:02:04.600
BAVARIA;Inactivo;MAGDALENA;8;21600;2021-07-22 09:36:36.893
PLAN PAREJO;Inactivo;BOLIVAR;17,75;63900;2021-07-22 10:05:48.257
MIRA CAMPESTRE;Inactivo;MAGDALENA;3,5;9450;2021-07-22 10:12:11.907
FERROCARRIL;Activo;MAGDALENA;26;70200;2021-07-22 10:12:33.447
YUCAL;Activo;MAGDALENA;21,25;57375;2021-07-22 10:27:32.987
DELICIAS;Inactivo;MAGDALENA;22;59400;2021-07-22 10:46:55.830
RODADERO 2;Inactivo;MAGDALENA;16,5;44550;2021-07-22 10:54:55.333
ALTOS PLAN PAREJO;Activo;BOLIVAR;83,75;301500;2021-07-22 10:57:33.473
GAIRA;Inactivo;MAGDALENA;15,75;42525;2021-07-22 11:17:12.090
CRUZ;Activo;BOLIVAR;104;374400;2021-07-22 11:28:19.507
DON LEON;Activo;ATLANTICO;17;61200;2021-07-22 11:47:47.720
MANZANARES;Activo;MAGDALENA;5;13500;2021-07-22 11:48:18.567
PANDO;Inactivo;MAGDALENA;8;21600;2021-07-22 12:15:44.247
PESCAITO;Inactivo;MAGDALENA;44;118800;2021-07-22 13:10:50.903
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;23;92000;2021-07-22 14:06:00.117
3K;Activo;ATLANTICO;32,5;117000;2021-07-22 15:56:33.377
CASTELLANA;Inactivo;BOLIVAR;13;46800;2021-07-22 21:18:34.827
BOKOBA;Inactivo;ATLANTICO;12,5;45000;2021-07-23 06:09:39.943
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;106,25;425000;2021-07-23 06:59:03.357
MARIA AUXILIADORA;Activo;ATLANTICO;2,75;9900;2021-07-23 07:10:46.523
CIUDAD DEL SOL;Inactivo;MAGDALENA;14,25;38475;2021-07-23 07:18:17.750
MIRA CAMPESTRE;Inactivo;MAGDALENA;25,25;68175;2021-07-23 07:23:58.350
GALICIA;Activo;MAGDALENA;53;143100;2021-07-23 07:38:49.480
EDS EL RIO;Activo;MAGDALENA;40;108000;2021-07-23 07:59:37.600
JARDIN;Activo;MAGDALENA;59;159300;2021-07-23 08:21:12.133
ALMENDROS;Inactivo;MAGDALENA;4;10800;2021-07-23 08:26:10.793
DELICIAS;Inactivo;MAGDALENA;20;54000;2021-07-23 08:32:31.153
PARAISO;Inactivo;ATLANTICO;1,75;6300;2021-07-23 08:44:52.850
ALTOS PLAN PAREJO;Activo;BOLIVAR;64,75;233100;2021-07-23 08:49:18.303
EL REY;Activo;ATLANTICO;34,75;125100;2021-07-23 08:52:22.600
FERROCARRIL;Activo;MAGDALENA;32,5;87750;2021-07-23 09:06:06.127
BAVARIA;Inactivo;MAGDALENA;9,25;24975;2021-07-23 09:18:20.550
CRUZ;Activo;BOLIVAR;77,75;279900;2021-07-23 09:24:27.043
CALLE 30;Inactivo;MAGDALENA;1;2700;2021-07-23 09:26:53.477
PUERTO COLOMBIA;Activo;ATLANTICO;31;111600;2021-07-23 09:29:43.147
TURBACO;Activo;BOLIVAR;89;320400;2021-07-23 09:40:49.133
PANDO;Inactivo;MAGDALENA;2;5400;2021-07-23 09:54:17.993
UNIMAGDALENA;Activo;MAGDALENA;30,75;83025;2021-07-23 10:14:29.743
DON ROBERTO;Activo;ATLANTICO;47,75;171900;2021-07-23 10:23:51.420
CIUDADELA;Activo;MAGDALENA;49,5;133650;2021-07-23 10:29:25.380
PORVENIR;Activo;ATLANTICO;19,25;69300;2021-07-23 10:40:10.910
GAIRA;Inactivo;MAGDALENA;13,75;37125;2021-07-23 10:46:53.230
RODADERO 2;Inactivo;MAGDALENA;27,5;74250;2021-07-23 10:57:11.813
MANZANARES;Activo;MAGDALENA;2;5400;2021-07-23 11:29:34.067
YUCAL;Activo;MAGDALENA;16,25;43875;2021-07-23 11:56:45.863
CASTELLANA;Inactivo;BOLIVAR;11;39600;2021-07-23 12:29:23.730
PESCAITO;Inactivo;MAGDALENA;32;86400;2021-07-23 12:51:34.487
GRANJA;Activo;BOLIVAR;146;525600;2021-07-23 13:27:34.167
3K;Activo;ATLANTICO;31,25;112500;2021-07-23 14:11:37.537
ALCAZARES;Inactivo;MAGDALENA;41,75;112725;2021-07-23 15:26:31.590
GALICIA;Activo;MAGDALENA;23,75;64125;2021-07-24 07:30:57.510
EDS EL RIO;Activo;MAGDALENA;30;81000;2021-07-24 07:55:38.120
JARDIN;Activo;MAGDALENA;71,75;193725;2021-07-24 08:21:25.123
ALMENDROS;Inactivo;MAGDALENA;10;27000;2021-07-24 08:27:04.867
DELICIAS;Inactivo;MAGDALENA;7;18900;2021-07-24 08:32:41.350
PESCAITO;Inactivo;MAGDALENA;24;64800;2021-07-24 08:39:19.983
FERROCARRIL;Activo;MAGDALENA;25,5;68850;2021-07-24 09:05:46.683
CRUZ;Activo;BOLIVAR;64,25;231300;2021-07-24 09:17:11.017
ALCAZARES;Inactivo;MAGDALENA;8,5;22950;2021-07-24 09:18:44.510
BAVARIA;Inactivo;MAGDALENA;12,25;33075;2021-07-24 09:26:17.110
MANZANARES;Activo;MAGDALENA;5,5;14850;2021-07-24 09:33:07.623
RODADERO 2;Inactivo;MAGDALENA;20,75;56025;2021-07-24 09:51:27.110
GAIRA;Inactivo;MAGDALENA;9,75;26325;2021-07-24 09:59:23.243
ALTOS PLAN PAREJO;Activo;BOLIVAR;51,25;184500;2021-07-24 10:04:30.620
GRANJA;Activo;BOLIVAR;67,5;243000;2021-07-24 10:35:45.960
MIRA CAMPESTRE;Inactivo;MAGDALENA;21,5;58050;2021-07-24 11:17:33.937
CASTELLANA;Inactivo;BOLIVAR;9,25;33300;2021-07-24 11:41:09.700
CALLE 30;Inactivo;MAGDALENA;3;8100;2021-07-24 12:43:52.283
PANDO;Inactivo;MAGDALENA;7;18900;2021-07-24 12:54:34.750
CIUDADELA;Activo;MAGDALENA;26,75;72225;2021-07-24 13:02:35.853
UNIMAGDALENA;Activo;MAGDALENA;32;86400;2021-07-24 13:08:11.700
CIUDAD DEL SOL;Inactivo;MAGDALENA;18;48600;2021-07-24 13:38:06.010
YUCAL;Activo;MAGDALENA;20,25;54675;2021-07-24 13:51:41.583
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;87;348000;2021-07-25 07:08:53.190
DON ROBERTO;Activo;ATLANTICO;33,25;119700;2021-07-25 07:12:33.580
PORVENIR;Activo;ATLANTICO;35;126000;2021-07-25 07:37:57.560
ALMENDROS;Inactivo;MAGDALENA;4;10800;2021-07-25 07:51:21.593
EDS EL RIO;Activo;MAGDALENA;35;94500;2021-07-25 08:09:22.727
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;142,25;512100;2021-07-25 17:34:14.467
OLAYA;Inactivo;MAGDALENA;25,75;69525;2021-07-24 14:09:21.290
GALICIA;Activo;MAGDALENA;54,75;147825;2021-07-25 08:28:25.623
GRANJA;Activo;BOLIVAR;53,5;192600;2021-07-25 08:35:43.060
ALTOS PLAN PAREJO;Activo;BOLIVAR;51,5;185400;2021-07-25 08:43:53.887
PESCAITO;Inactivo;MAGDALENA;26,25;70875;2021-07-25 08:55:08.353
CRUZ;Activo;BOLIVAR;82;295200;2021-07-25 08:55:28.890
RODADERO 2;Inactivo;MAGDALENA;22;59400;2021-07-25 08:56:02.160
TURBACO;Activo;BOLIVAR;62;223200;2021-07-25 09:01:19.930
PARAISO;Inactivo;ATLANTICO;18,25;65700;2021-07-25 09:16:46.163
CURINCA;Inactivo;MAGDALENA;6;16200;2021-07-25 09:21:36.097
PUERTO COLOMBIA;Activo;ATLANTICO;46;165600;2021-07-25 10:53:54.687
MIRA CAMPESTRE;Inactivo;MAGDALENA;21;56700;2021-07-25 10:54:28.553
YUCAL;Activo;MAGDALENA;8;21600;2021-07-25 11:08:10.713
3K;Activo;ATLANTICO;49,25;177300;2021-07-25 11:28:59.567
MANZANARES;Activo;MAGDALENA;13,75;37125;2021-07-25 11:30:44.900
EL REY;Activo;ATLANTICO;72,25;260100;2021-07-25 11:52:10.833
DON LEON;Activo;ATLANTICO;46,25;166500;2021-07-25 12:06:51.667
PANDO;Inactivo;MAGDALENA;0;0;2021-07-25 12:12:26.843
CIUDAD DEL SOL;Inactivo;MAGDALENA;19;51300;2021-07-25 12:16:54.590
CIUDADELA;Activo;MAGDALENA;13;35100;2021-07-25 12:19:45.737
CALLE 30;Inactivo;MAGDALENA;1;2700;2021-07-25 12:35:08.923
JARDIN;Activo;MAGDALENA;89,5;241650;2021-07-25 12:43:35.013
DELICIAS;Inactivo;MAGDALENA;27,25;73575;2021-07-25 12:52:46.640
FERROCARRIL;Activo;MAGDALENA;19,25;51975;2021-07-25 13:12:46.617
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;40;160000;2021-07-25 14:48:19.300
OLAYA;Inactivo;MAGDALENA;10,25;27675;2021-07-25 16:32:44.893
ALCAZARES;Inactivo;MAGDALENA;39,5;106650;2021-07-25 16:45:51.087
BAVARIA;Inactivo;MAGDALENA;9,75;26325;2021-07-25 17:15:07.247
UNIMAGDALENA;Activo;MAGDALENA;24;64800;2021-07-25 17:30:21.740
CASTELLANA;Inactivo;BOLIVAR;10,25;36900;2021-07-25 18:45:06.247
UNIMAGDALENA;Activo;MAGDALENA;15,25;41175;2021-07-26 06:49:04.803
MARIA AUXILIADORA;Activo;ATLANTICO;23;82800;2021-07-26 07:15:16.370
CIUDADELA;Activo;MAGDALENA;14,75;39825;2021-07-26 07:27:53.700
CURINCA;Inactivo;MAGDALENA;7;18900;2021-07-26 07:33:46.017
CIUDAD DEL SOL;Inactivo;MAGDALENA;13,5;36450;2021-07-26 07:45:07.530
PANDO;Inactivo;MAGDALENA;1;2700;2021-07-26 07:55:00.150
EDS EL RIO;Activo;MAGDALENA;28;75600;2021-07-26 08:25:48.163
GALICIA;Activo;MAGDALENA;38;102600;2021-07-26 08:35:26.397
GRANJA;Activo;BOLIVAR;32,75;117900;2021-07-26 08:36:59.833
GAIRA;Inactivo;MAGDALENA;25,25;68175;2021-07-26 08:38:22.013
CRUZ;Activo;BOLIVAR;71,5;257400;2021-07-26 08:59:06.920
TURBACO;Activo;BOLIVAR;30,75;110700;2021-07-26 09:13:36.190
PESCAITO;Inactivo;MAGDALENA;28,75;77625;2021-07-26 09:14:18.957
RODADERO 2;Inactivo;MAGDALENA;30,75;83025;2021-07-26 09:27:13.003
DELICIAS;Inactivo;MAGDALENA;20;54000;2021-07-26 09:30:36.667
ALTOS PLAN PAREJO;Activo;BOLIVAR;55,5;199800;2021-07-26 09:38:07.547
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;207,5;830000;2021-07-26 09:48:11.250
ALMENDROS;Inactivo;MAGDALENA;2;5400;2021-07-26 09:48:49.263
MANZANARES;Activo;MAGDALENA;12;32400;2021-07-26 09:54:29.133
PLAN PAREJO;Inactivo;BOLIVAR;12,75;45900;2021-07-26 09:59:26.217
JARDIN;Activo;MAGDALENA;38,5;103950;2021-07-26 09:59:36.730
CALLE 30;Inactivo;MAGDALENA;1;2700;2021-07-26 10:15:29.717
BAVARIA;Inactivo;MAGDALENA;3;8100;2021-07-26 10:43:27.850
DON ROBERTO;Activo;ATLANTICO;49,75;179100;2021-07-26 10:44:39.013
FERROCARRIL;Activo;MAGDALENA;25;67500;2021-07-26 11:03:51.573
3K;Activo;ATLANTICO;25,5;91800;2021-07-26 11:42:41.720
PORVENIR;Activo;ATLANTICO;18,5;66600;2021-07-26 11:53:23.727
OLAYA;Inactivo;MAGDALENA;6,5;17550;2021-07-26 12:18:56.533
PARAISO;Inactivo;ATLANTICO;16;57600;2021-07-26 12:22:36.070
EL REY;Activo;ATLANTICO;36,25;130500;2021-07-26 12:33:29.683
DON LEON;Activo;ATLANTICO;30,5;109800;2021-07-26 12:47:58.293
PUERTO COLOMBIA;Activo;ATLANTICO;28,5;102600;2021-07-26 14:03:18.843
YUCAL;Activo;MAGDALENA;4,25;11475;2021-07-26 14:53:24.540
CASTELLANA;Inactivo;BOLIVAR;12,5;45000;2021-07-26 15:40:33.210
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;25,25;101000;2021-07-26 16:55:43.827
BOKOBA;Inactivo;ATLANTICO;48;172800;2021-07-26 19:27:11.320
BOKOBA;Inactivo;ATLANTICO;1;3600;2021-07-27 06:32:37.657
GALICIA;Activo;MAGDALENA;24,75;66825;2021-07-27 07:22:22.707
DON ROBERTO;Activo;ATLANTICO;24,75;89100;2021-07-27 07:30:15.840
GRANJA;Activo;BOLIVAR;86,25;310500;2021-07-27 07:52:04.420
CIUDADELA;Activo;MAGDALENA;11,5;31050;2021-07-27 07:56:36.077
EDS EL RIO;Activo;MAGDALENA;15;40500;2021-07-27 07:56:54.927
JARDIN;Activo;MAGDALENA;50,25;135675;2021-07-27 08:07:39.813
ALTOS PLAN PAREJO;Activo;BOLIVAR;18,5;66600;2021-07-27 08:11:34.683
PORVENIR;Activo;ATLANTICO;12;43200;2021-07-27 08:12:22.743
ALMENDROS;Inactivo;MAGDALENA;3;8100;2021-07-27 08:23:11.417
DELICIAS;Inactivo;MAGDALENA;8;21600;2021-07-27 08:31:16.630
BAVARIA;Inactivo;MAGDALENA;12,25;33075;2021-07-27 08:38:18.337
PESCAITO;Inactivo;MAGDALENA;15,75;42525;2021-07-27 08:38:48.327
PLAN PAREJO;Inactivo;BOLIVAR;13,25;47700;2021-07-27 09:00:05.453
ALCAZARES;Inactivo;MAGDALENA;27;72900;2021-07-27 09:07:41.047
CURINCA;Inactivo;MAGDALENA;5;13500;2021-07-27 09:08:44.243
CRUZ;Activo;BOLIVAR;53,25;191700;2021-07-27 09:13:32.797
TURBACO;Activo;BOLIVAR;24,75;89100;2021-07-27 09:19:23.910
CIUDAD DEL SOL;Inactivo;MAGDALENA;7;18900;2021-07-27 09:20:48.373
OLAYA;Inactivo;MAGDALENA;3;8100;2021-07-27 09:58:15.453
YUCAL;Activo;MAGDALENA;15;40500;2021-07-27 10:42:16.130
UNIMAGDALENA;Activo;MAGDALENA;21,25;57375;2021-07-27 10:43:38.973
PANDO;Inactivo;MAGDALENA;7;18900;2021-07-27 11:45:50.913
PUERTO COLOMBIA;Activo;ATLANTICO;13,5;48600;2021-07-27 12:00:43.950
DON LEON;Activo;ATLANTICO;10,25;36900;2021-07-27 12:03:31.943
3K;Activo;ATLANTICO;35,75;128700;2021-07-27 12:50:39.777
MANZANARES;Activo;MAGDALENA;18,25;49275;2021-07-27 13:09:15.040
EL REY;Activo;ATLANTICO;24,5;88200;2021-07-27 13:27:03.607
PARAISO;Inactivo;ATLANTICO;5;18000;2021-07-27 13:36:41.887
CALLE 30;Inactivo;MAGDALENA;2;5400;2021-07-27 13:40:43.960
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;16;64000;2021-07-27 14:37:12.680
CASTELLANA;Inactivo;BOLIVAR;9;32400;2021-07-27 15:23:02.763
MARIA AUXILIADORA;Activo;ATLANTICO;16,5;59400;2021-07-27 16:14:17.780
GAIRA;Inactivo;MAGDALENA;12,5;33750;2021-07-27 16:15:43.337
RODADERO 2;Inactivo;MAGDALENA;38,25;103275;2021-07-27 16:43:02.750
BOKOBA;Inactivo;ATLANTICO;16,75;60300;2021-07-28 06:35:52.527
MARIA AUXILIADORA;Activo;ATLANTICO;0,75;2700;2021-07-28 07:10:37.147
GAIRA;Inactivo;MAGDALENA;6;16200;2021-07-28 07:12:59.660
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;257,25;1029000;2021-07-28 07:22:54.340
RODADERO 2;Inactivo;MAGDALENA;10,75;29025;2021-07-28 07:50:12.697
PESCAITO;Inactivo;MAGDALENA;40;108000;2021-07-28 07:50:45.263
GRANJA;Activo;BOLIVAR;77,75;279900;2021-07-28 07:56:27.190
CIUDADELA;Activo;MAGDALENA;17,25;46575;2021-07-28 08:10:53.617
CURINCA;Inactivo;MAGDALENA;0;0;2021-07-28 08:15:39.710
PARAISO;Inactivo;ATLANTICO;3,5;12600;2021-07-28 08:18:21.263
TURBACO;Activo;BOLIVAR;50,5;181800;2021-07-28 08:23:52.913
EL REY;Activo;ATLANTICO;21,25;76500;2021-07-28 08:27:17.440
PANDO;Inactivo;MAGDALENA;1;2700;2021-07-28 08:28:56.277
MIRA CAMPESTRE;Inactivo;MAGDALENA;52,5;141750;2021-07-28 08:42:24.657
CRUZ;Activo;BOLIVAR;61,75;222300;2021-07-28 08:46:20.003
YUCAL;Activo;MAGDALENA;15;40500;2021-07-28 08:57:16.557
ALTOS PLAN PAREJO;Activo;BOLIVAR;49;176400;2021-07-28 09:04:57.727
EDS EL RIO;Activo;MAGDALENA;38,5;103950;2021-07-28 09:11:44.563
PLAN PAREJO;Inactivo;BOLIVAR;15,5;55800;2021-07-28 09:15:13.090
DELICIAS;Inactivo;MAGDALENA;15,25;41175;2021-07-28 09:45:56.373
CALLE 30;Inactivo;MAGDALENA;0,25;675;2021-07-28 09:52:06.490
ALMENDROS;Inactivo;MAGDALENA;12;32400;2021-07-28 09:58:44.720
PUERTO COLOMBIA;Activo;ATLANTICO;21,5;77400;2021-07-28 10:07:44.163
JARDIN;Activo;MAGDALENA;63;170100;2021-07-28 10:09:33.797
MANZANARES;Activo;MAGDALENA;14,25;38475;2021-07-28 10:15:20.603
GALICIA;Activo;MAGDALENA;61,75;166725;2021-07-28 10:20:45.540
OLAYA;Inactivo;MAGDALENA;13;35100;2021-07-28 10:41:28.917
DON ROBERTO;Activo;ATLANTICO;51,75;186300;2021-07-28 11:08:20.090
PORVENIR;Activo;ATLANTICO;25,75;92700;2021-07-28 11:19:36.357
UNIMAGDALENA;Activo;MAGDALENA;32,75;88425;2021-07-28 12:06:01.423
BAVARIA;Inactivo;MAGDALENA;18,75;50625;2021-07-28 12:33:38.340
ALCAZARES;Inactivo;MAGDALENA;30;81000;2021-07-28 13:20:11.270
FERROCARRIL;Activo;MAGDALENA;42;113400;2021-07-28 13:32:26.807
